MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,First_Flr_SF,Second_Flr_SF,Low_Qual_Fin_SF,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Functional,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Finish,Garage_Area,Garage_Qual,Garage_Cond,Paved_Drive,Wood_Deck_SF,Misc_Feature,Misc_Val,Mo_Sold,Year_Sold,Sale_Type,Sale_Condition,Bsmt_Baths,Baths,Total_SF_Floors,Pool_Presence,Porch_Presence,Porch_Area,Mean_Price_Neigh,Actual Value,Predicted Value,Difference
Two_Story_PUD_1946_and_Newer,Floating_Village_Residential,30,3180,1,1,Regular,Lvl,1,Inside,Gtl,Somerset,Norm,1,TwnhsE,Two_Story,6,3,2007,2007,Gable,1,VinylSd,VinylSd,None,0,2,1,PConc,4,2,1,1,7,1,0,689,689,GasA,4,Y,703,689,0,2,1,3,5,Typ,0,0,Detchd,Unf,540,2,2,Paved,0,None,0,3,2008,WD ,Abnorml,0.0,2.0,1392.0,0.0,1.0,103.0,229707.32417582415,146000,149167.60318281918,3167.603182819177
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,93,10481,1,0,Slightly_Irregular,Lvl,1,Inside,Gtl,College_Creek,Norm,1,OneFam,One_Story,7,3,2006,2007,Hip,1,CemntBd,CmentBd,None,0,2,1,PConc,4,2,3,1,7,1,0,2140,2140,GasA,4,Y,2140,0,0,3,1,3,8,Typ,0,0,Attchd,Fin,894,2,2,Paved,136,None,0,6,2007,New,Partial,0.0,3.0,2140.0,0.0,1.0,33.0,201803.43445692884,360000,272058.2825340935,87941.71746590652
Two_Story_1945_and_Older,Residential_Low_Density,60,7200,1,0,Regular,HLS,1,Inside,Mod,Crawford,Norm,1,OneFam,Two_Story,6,4,1931,2000,Gable,1,Stucco,Wd Shng,None,0,0,2,BrkTil,4,2,1,1,7,1,0,776,776,GasA,1,Y,851,651,0,3,1,1,6,Typ,1,4,Attchd,RFn,270,2,2,Partial_Pavement,0,None,0,2,2008,WD ,Normal,0.0,2.0,1502.0,0.0,1.0,113.0,207550.83495145632,149000,180555.14280350562,31555.142803505616
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,11382,1,0,Slightly_Irregular,Lvl,1,Inside,Gtl,North_Ames,Norm,1,OneFam,One_Story,4,3,1964,1964,Gable,1,Wd Sdng,Plywood,BrkFace,212,0,1,CBlock,2,2,1,5,1,3,543,533,1130,GasA,1,Y,1374,0,0,3,1,1,7,Typ,1,2,Attchd,RFn,286,2,2,Paved,0,None,0,8,2007,WD ,Normal,1.0,1.0,1374.0,0.0,1.0,113.0,145097.34988713317,147000,148440.80737224972,1440.807372249721
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,60,7200,1,0,Regular,Lvl,1,Corner,Gtl,North_Ames,Norm,1,OneFam,One_Story,3,6,1951,2000,Gable,1,Wd Sdng,Wd Sdng,None,0,0,1,CBlock,2,2,2,4,2,3,486,180,900,GasA,1,Y,900,0,0,3,1,3,5,Typ,0,0,Detchd,Unf,576,2,2,Paved,222,None,0,5,2010,WD ,Normal,1.0,1.0,900.0,0.0,1.0,33.0,145097.34988713317,134800,133100.9300960434,1699.0699039566098
Two_Story_1946_and_Newer,Residential_Low_Density,68,8846,1,0,Regular,Lvl,1,Inside,Gtl,College_Creek,Norm,1,OneFam,Two_Story,4,3,2005,2006,Gable,1,VinylSd,VinylSd,None,0,0,1,PConc,4,2,1,1,7,1,0,750,750,GasA,4,Y,750,750,0,3,1,3,6,Typ,0,0,Attchd,RFn,564,2,2,Paved,0,None,0,8,2006,New,Partial,0.0,3.0,1500.0,0.0,1.0,36.0,201803.43445692884,173900,172139.74756723878,1760.252432761219
Two_Story_1945_and_Older,Residential_Low_Density,54,9399,1,0,Regular,Bnk,1,Inside,Gtl,Crawford,Norm,1,OneFam,Two_and_Half_Unf,6,7,1919,1950,Gable,1,MetalSd,Stucco,None,0,0,1,BrkTil,2,2,2,1,7,1,0,818,818,GasA,1,Y,818,818,0,4,1,3,7,Typ,1,4,Detchd,Unf,288,3,2,Dirt_Gravel,0,None,0,9,2006,WD ,Abnorml,0.0,2.0,1636.0,0.0,1.0,213.0,207550.83495145632,167000,161543.4086806166,5456.591319383413
Two_Story_1946_and_Newer,Residential_Low_Density,83,13159,1,0,Slightly_Irregular,HLS,1,Corner,Gtl,Timberland,Norm,1,OneFam,Two_Story,6,3,2009,2009,Gable,1,VinylSd,VinylSd,None,0,0,1,PConc,5,2,3,1,7,1,0,846,846,GasA,3,Y,846,846,0,3,1,3,6,Typ,0,0,Attchd,RFn,650,2,2,Paved,208,None,0,7,2009,New,Partial,0.0,3.0,1692.0,0.0,1.0,115.0,246599.54166666663,224500,214553.19207156025,9946.807928439754
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,71,9204,1,0,Regular,Lvl,1,Inside,Gtl,North_Ames,Norm,1,OneFam,One_Story,3,3,1963,1963,Gable,1,HdBoard,HdBoard,None,0,0,1,CBlock,2,2,1,4,2,3,872,247,1144,GasA,1,Y,1144,0,0,3,1,1,6,Typ,0,0,Detchd,Unf,336,2,2,Paved,0,None,0,8,2008,COD,Normal,1.0,2.0,1144.0,0.0,1.0,89.0,145097.34988713317,124000,129698.97234282063,5698.972342820634
Two_Story_1946_and_Newer,Residential_Low_Density,41,10905,1,0,Moderately_Irregular,Lvl,1,CulDSac,Gtl,College_Creek,Norm,1,OneFam,Two_Story,6,3,2003,2003,Gable,1,VinylSd,VinylSd,None,0,2,1,PConc,4,2,1,1,7,1,0,1129,1129,GasA,4,Y,1129,1198,0,4,1,3,9,Typ,1,4,BuiltIn,RFn,596,2,2,Paved,0,None,0,8,2008,WD ,Normal,0.0,3.0,2327.0,0.0,1.0,58.0,201803.43445692884,240000,236105.2886753336,3894.711324666394
One_Story_PUD_1946_and_Newer,Floating_Village_Residential,37,3316,1,1,Slightly_Irregular,Lvl,1,Inside,Gtl,Somerset,Norm,1,TwnhsE,One_Story,7,3,2005,2005,Gable,1,MetalSd,MetalSd,None,0,2,1,PConc,4,2,1,6,3,1,0,208,1247,GasA,4,Y,1247,0,0,1,1,3,4,Typ,1,4,Attchd,Fin,550,2,2,Paved,0,None,0,4,2006,WD ,Normal,1.0,2.0,1247.0,0.0,1.0,85.0,229707.32417582415,197000,212868.19251246564,15868.19251246564
Two_Story_1946_and_Newer,Residential_Low_Density,0,10400,1,0,Regular,Lvl,1,Inside,Gtl,College_Creek,Norm,1,OneFam,Two_Story,6,3,2001,2001,Gable,1,VinylSd,VinylSd,BrkFace,227,2,1,PConc,4,2,1,1,7,1,0,1257,1257,GasA,4,Y,1290,871,0,3,1,3,8,Typ,1,2,Attchd,RFn,570,2,2,Paved,0,None,0,6,2008,WD ,Normal,0.0,3.0,2161.0,0.0,1.0,85.0,201803.43445692884,230500,222864.99598466573,7635.004015334271
One_Story_1945_and_Older,Residential_Medium_Density,50,7030,1,0,Regular,Lvl,1,Inside,Gtl,Iowa_DOT_and_Rail_Road,Norm,1,OneFam,One_Story,2,4,1925,1950,Gable,1,MetalSd,MetalSd,None,0,0,1,BrkTil,2,2,1,1,7,1,0,641,641,GasA,3,Y,641,0,0,2,1,2,4,Typ,0,0,Detchd,Unf,272,2,2,Dirt_Gravel,184,None,0,3,2006,WD ,Normal,0.0,1.0,641.0,0.0,1.0,71.0,103752.90322580644,85000,86344.37385771376,1344.3738577137556
One_and_Half_Story_Finished_All_Ages,Residential_Medium_Density,0,7920,1,1,Slightly_Irregular,Lvl,1,Inside,Gtl,Iowa_DOT_and_Rail_Road,Artery,1,OneFam,One_and_Half_Fin,4,6,1920,1950,Gable,1,MetalSd,MetalSd,None,0,0,2,CBlock,2,2,1,1,7,1,0,319,319,GasA,1,Y,1035,371,0,3,1,2,6,Typ,0,0,No_Garage,No_Garage,0,0,0,Dirt_Gravel,0,None,0,3,2008,WD ,Normal,0.0,1.0,1406.0,0.0,1.0,145.0,103752.90322580644,89500,107461.84809951064,17961.848099510637
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,100,15263,1,0,Slightly_Irregular,Lvl,1,Inside,Gtl,Clear_Creek,Feedr,1,OneFam,One_Story,3,3,1959,1959,Gable,1,HdBoard,HdBoard,BrkFace,90,0,1,CBlock,4,2,1,3,6,1,0,656,1422,GasA,3,Y,1675,0,0,3,1,1,8,Typ,2,4,Attchd,Unf,365,2,2,Paved,0,None,0,5,2010,WD ,Normal,0.0,2.0,1675.0,0.0,1.0,133.0,208662.0909090909,173000,176901.13021668114,3901.1302166811365
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,9450,1,0,Slightly_Irregular,Lvl,1,Corner,Gtl,North_Ames,Norm,1,OneFam,One_Story,2,3,1957,1957,Gable,1,Wd Sdng,Wd Sdng,BrkFace,160,0,1,CBlock,2,2,1,4,2,1,0,265,1040,GasA,1,Y,1362,0,0,3,1,1,6,Typ,1,4,Attchd,RFn,768,2,2,Paved,0,None,0,5,2009,WD ,Normal,1.0,1.0,1362.0,0.0,1.0,85.0,145097.34988713317,140000,144794.7188729484,4794.718872948404
Two_Story_1946_and_Newer,Residential_Low_Density,70,8750,1,0,Regular,Lvl,1,Inside,Gtl,College_Creek,Norm,1,OneFam,Two_Story,4,3,1998,1998,Gable,1,VinylSd,VinylSd,BrkFace,120,0,1,PConc,4,2,1,6,3,1,0,322,928,GasA,4,Y,928,844,0,3,1,1,7,Typ,1,2,Attchd,RFn,492,2,2,Paved,150,None,0,4,2009,WD ,Normal,1.0,3.0,1772.0,0.0,1.0,97.0,201803.43445692884,200000,199178.65381609043,821.3461839095689
One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,70,10512,1,0,Regular,Lvl,1,Inside,Gtl,Edwards,Norm,1,OneFam,One_and_Half_Fin,4,4,1954,1954,Gable,1,Wd Sdng,Wd Sdng,None,0,0,1,CBlock,2,2,1,4,2,1,0,497,988,GasA,4,Y,988,638,0,3,1,3,6,Typ,0,0,Attchd,Unf,332,2,2,Paved,366,None,0,5,2007,WD ,Normal,0.0,2.0,1626.0,0.0,0.0,0.0,130843.38144329896,154000,153750.07982409783,249.9201759021671
Two_Story_1945_and_Older,Residential_Low_Density,113,21281,1,0,Regular,Lvl,1,Inside,Gtl,North_Ames,Norm,1,OneFam,Two_Story,3,2,1935,2007,Gable,1,Wd Sdng,MetalSd,None,0,0,1,BrkTil,2,3,1,1,7,1,0,666,666,GasA,3,Y,1308,1778,0,4,1,3,9,Min1,0,0,BuiltIn,Unf,1200,2,2,Paved,0,None,0,11,2007,WD ,Family,0.0,4.0,3086.0,0.0,1.0,498.0,145097.34988713317,301600,230227.1256666144,71372.87433338561
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,77,11422,1,0,Slightly_Irregular,Lvl,1,Inside,Gtl,College_Creek,Norm,1,OneFam,One_Story,7,3,2007,2008,Hip,1,VinylSd,VinylSd,Stone,352,2,1,PConc,5,2,3,6,3,1,0,479,1838,GasA,4,Y,1838,0,0,3,1,3,7,Typ,2,4,Attchd,RFn,524,2,2,Paved,154,None,0,4,2009,WD ,Normal,1.0,2.0,1838.0,0.0,1.0,223.0,201803.43445692884,272500,316006.3373259486,43506.33732594858
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,75,7500,1,0,Regular,Lvl,1,Corner,Gtl,Sawyer,Feedr,1,OneFam,One_Story,3,3,1963,1963,Gable,1,HdBoard,HdBoard,None,0,0,1,CBlock,2,2,1,5,1,1,0,216,1040,GasA,2,Y,1040,0,0,3,1,1,5,Typ,0,0,Attchd,Fin,308,2,2,Paved,0,None,0,6,2010,WD ,Normal,1.0,2.0,1040.0,0.0,1.0,221.0,136751.1523178808,133000,129182.04228082398,3817.957719176018
PUD_Multilevel_Split_Level_Foyer,Residential_Medium_Density,35,3675,1,0,Regular,Lvl,1,Inside,Gtl,Edwards,Norm,1,TwnhsE,SFoyer,4,3,2005,2006,Gable,1,VinylSd,VinylSd,BrkFace,82,0,1,PConc,4,2,4,6,3,1,0,0,547,GasA,3,Y,1072,0,0,2,1,1,5,Typ,0,0,Basment,Fin,525,2,2,Paved,0,None,0,10,2006,New,Partial,1.0,1.0,1072.0,0.0,1.0,45.0,130843.38144329896,142500,139860.5767195157,2639.423280484305
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,9316,1,0,Slightly_Irregular,Lvl,1,Inside,Gtl,Sawyer,Norm,1,OneFam,One_Story,3,3,1965,1965,Gable,1,HdBoard,Plywood,None,0,0,1,CBlock,2,2,1,3,6,1,0,480,1024,GasA,3,Y,1020,0,0,3,1,1,5,Typ,0,0,Attchd,Unf,288,2,2,Paved,171,None,0,5,2009,Oth,Family,0.0,2.0,1020.0,0.0,0.0,0.0,136751.1523178808,124100,125319.79408267594,1219.794082675944
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,93,11160,1,0,Regular,Lvl,1,Corner,Gtl,North_Ames,Norm,1,OneFam,One_Story,6,3,1968,1968,Hip,1,BrkFace,BrkFace,None,0,2,1,CBlock,2,2,1,5,1,1,0,1045,2110,GasA,4,Y,2110,0,0,3,1,4,8,Typ,2,2,Attchd,Fin,522,2,2,Paved,0,None,0,4,2010,WD ,Normal,1.0,3.0,2110.0,0.0,0.0,0.0,145097.34988713317,244000,258836.05583919058,14836.05583919058
One_Story_PUD_1946_and_Newer,Floating_Village_Residential,50,5119,1,0,Slightly_Irregular,Lvl,1,CulDSac,Gtl,Somerset,Norm,1,TwnhsE,One_Story,8,3,1999,2000,Gable,1,MetalSd,MetalSd,BrkFace,60,2,1,PConc,5,2,3,6,3,1,0,460,1698,GasA,4,Y,1709,0,0,2,1,3,5,Typ,1,2,Attchd,Fin,506,2,2,Paved,97,None,0,1,2008,CWD,Abnorml,1.0,2.0,1709.0,0.0,1.0,66.0,229707.32417582415,328900,276938.77767304005,51961.22232695995
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,26142,1,0,Slightly_Irregular,Lvl,1,CulDSac,Gtl,Mitchell,Norm,1,OneFam,One_Story,3,6,1962,1962,Gable,1,HdBoard,HdBoard,BrkFace,189,0,1,CBlock,2,2,1,3,6,1,0,595,1188,GasA,1,Y,1188,0,0,3,1,1,6,Typ,0,0,Attchd,Unf,312,2,2,Partial_Pavement,261,None,0,4,2010,WD ,Normal,0.0,1.0,1188.0,0.0,1.0,40.0,162226.63157894736,157900,136269.1948528903,21630.8051471097
One_Story_1945_and_Older,C_all,60,6060,1,0,Regular,Lvl,1,Inside,Gtl,Iowa_DOT_and_Rail_Road,Norm,1,OneFam,One_Story,3,8,1930,2007,Hip,1,MetalSd,MetalSd,None,0,2,1,BrkTil,2,2,1,5,1,1,0,100,837,GasA,4,Y,1001,0,0,2,1,3,5,Typ,0,0,Detchd,Unf,216,2,1,Dirt_Gravel,154,None,0,11,2007,WD ,Normal,0.0,1.0,1001.0,0.0,1.0,129.0,103752.90322580644,124900,113891.56392633311,11008.43607366689
Two_Story_PUD_1946_and_Newer,Residential_Medium_Density,21,1484,1,0,Regular,Lvl,1,Inside,Gtl,Meadow_Village,Norm,1,TwnhsE,Two_Story,2,2,1972,1972,Gable,1,CemntBd,CmentBd,None,0,0,1,CBlock,2,2,1,3,6,1,0,294,546,GasA,1,Y,546,546,0,3,1,1,5,Typ,0,0,Attchd,Unf,253,2,3,Paved,0,None,0,5,2006,WD ,Normal,0.0,2.0,1092.0,0.0,0.0,0.0,95756.48648648648,79400,77436.53743746266,1963.4625625373446
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,64,6762,1,0,Regular,Lvl,1,Inside,Gtl,College_Creek,Norm,1,OneFam,One_Story,6,3,2007,2007,Gable,1,VinylSd,VinylSd,BrkFace,108,2,1,PConc,4,2,1,6,3,1,0,544,1208,GasA,4,Y,1208,0,0,2,1,3,6,Typ,0,0,Attchd,RFn,628,2,2,Paved,105,None,0,9,2007,New,Partial,1.0,2.0,1208.0,0.0,1.0,55.0,201803.43445692884,195400,193740.51023876457,1659.4897612354252
One_and_Half_Story_Finished_All_Ages,Residential_Medium_Density,63,4347,1,0,Regular,Lvl,1,Inside,Gtl,Old_Town,Norm,1,OneFam,One_and_Half_Fin,4,7,1910,1950,Gambrel,1,MetalSd,MetalSd,None,0,2,1,BrkTil,4,4,1,1,7,1,0,796,796,GasA,4,Y,825,784,0,3,1,1,7,Typ,0,0,Detchd,Unf,228,3,3,Dirt_Gravel,0,None,0,6,2008,WD ,Normal,0.0,1.0,1609.0,0.0,1.0,183.0,123991.89121338911,127500,126654.53581558415,845.4641844158468
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,105,11249,1,0,Moderately_Irregular,Lvl,1,Inside,Gtl,College_Creek,Norm,1,OneFam,One_Story,4,3,1995,1995,Gable,1,VinylSd,VinylSd,None,0,2,3,PConc,4,4,1,5,1,4,544,322,1200,GasA,4,Y,1200,0,0,3,1,3,6,Typ,0,0,Attchd,RFn,521,2,2,Paved,0,None,0,8,2007,WD ,Normal,1.0,2.0,1200.0,0.0,1.0,27.0,201803.43445692884,177500,176455.85146236987,1044.148537630128
Two_Story_PUD_1946_and_Newer,Residential_Low_Density,24,2280,1,0,Regular,Lvl,1,FR2,Gtl,Northpark_Villa,Norm,1,Twnhs,Two_Story,4,4,1976,1976,Gable,1,Plywood,Brk Cmn,None,0,0,1,CBlock,4,2,1,5,1,1,0,289,855,GasA,1,Y,855,601,0,3,1,1,7,Typ,1,2,Attchd,Unf,440,2,2,Paved,87,None,0,7,2009,WD ,Normal,0.0,3.0,1456.0,0.0,0.0,0.0,140710.86956521738,148500,145349.51748566213,3150.4825143378694
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,107,11362,1,0,Slightly_Irregular,Lvl,1,Inside,Gtl,Northridge_Heights,Norm,1,OneFam,One_Story,7,3,2004,2005,Gable,1,MetalSd,MetalSd,Stone,42,2,1,PConc,5,2,2,6,3,1,0,797,1836,GasA,4,Y,1836,0,0,3,1,3,7,Typ,1,4,Attchd,Fin,862,2,2,Paved,125,None,0,3,2009,WD ,Normal,1.0,2.0,1836.0,0.0,1.0,186.0,322018.265060241,280000,312274.1903444123,32274.190344412287
Two_Family_conversion_All_Styles_and_Ages,Residential_Low_Density,0,10532,1,0,Regular,Lvl,1,Corner,Gtl,Clear_Creek,Norm,1,OneFam,One_Story,3,5,1960,1960,Flat,0,Plywood,Plywood,Stone,275,0,1,CBlock,2,2,2,3,6,1,0,0,988,GasA,3,Y,1721,0,0,3,1,1,7,Mod,2,2,Basment,Unf,626,2,2,Paved,50,None,0,12,2008,WD ,Abnorml,1.0,2.0,1721.0,0.0,1.0,85.0,208662.0909090909,145000,156470.79439861205,11470.794398612052
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,80,10000,1,0,Regular,Lvl,1,Inside,Gtl,Northwest_Ames,Norm,1,OneFam,One_Story,3,4,1973,2000,Gable,1,HdBoard,HdBoard,None,0,0,1,CBlock,4,2,1,4,2,1,0,92,1176,GasA,3,Y,1178,0,0,3,1,3,5,Typ,1,3,Attchd,Unf,439,2,2,Paved,224,None,0,11,2008,WD ,Normal,1.0,2.0,1178.0,0.0,0.0,0.0,188406.90839694656,157000,159938.4440789474,2938.4440789473883
Two_Story_1946_and_Newer,Residential_Low_Density,0,18450,1,0,Slightly_Irregular,Lvl,1,Inside,Gtl,North_Ames,Norm,1,OneFam,Two_Story,4,3,1965,1979,Flat,0,Plywood,Plywood,BrkCmn,113,0,3,CBlock,4,2,1,2,4,3,723,111,1021,GasA,1,Y,1465,915,0,3,1,1,7,Sev,1,1,CarPort,Unf,596,2,2,Paved,0,None,0,8,2007,WD ,Abnorml,0.0,3.0,2380.0,0.0,1.0,266.0,145097.34988713317,129000,194278.48355331496,65278.48355331496
Two_Story_1946_and_Newer,Residential_Low_Density,61,11339,1,0,Slightly_Irregular,Lvl,1,Inside,Gtl,Northwest_Ames,PosA,1,OneFam,Two_Story,6,3,1979,1979,Hip,0,HdBoard,Plywood,BrkFace,549,0,1,CBlock,4,2,1,5,1,1,0,22,780,GasA,1,Y,1085,845,0,4,1,3,9,Typ,1,2,Attchd,Fin,481,2,2,Paved,192,None,0,3,2007,WD ,Normal,1.0,3.0,1930.0,0.0,1.0,73.0,188406.90839694656,192000,205299.8479765583,13299.847976558289
Duplex_All_Styles_and_Ages,Residential_Low_Density,60,8544,1,0,Regular,Lvl,1,Inside,Gtl,North_Ames,Norm,1,Duplex,One_Story,5,2,1950,1950,Gable,1,Stucco,Stone,None,0,0,1,CBlock,0,0,0,0,5,0,0,0,0,GasA,3,N,1040,0,0,2,2,1,6,Typ,0,0,Detchd,Unf,400,2,2,Paved,0,None,0,7,2006,WD ,Normal,0.0,2.0,1040.0,0.0,0.0,0.0,145097.34988713317,93500,81035.31693417854,12464.68306582146
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,9240,1,0,Slightly_Irregular,Lvl,1,Inside,Gtl,Sawyer,Norm,1,OneFam,One_Story,3,4,1962,2002,Hip,1,HdBoard,HdBoard,None,0,0,1,CBlock,2,2,1,4,2,1,0,252,864,GasA,3,Y,1211,0,0,2,1,1,6,Min1,1,2,Detchd,Unf,576,2,2,Paved,161,None,0,3,2006,WD ,Normal,0.0,1.0,1211.0,0.0,0.0,0.0,136751.1523178808,144000,139902.55815363012,4097.441846369882
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,87,10037,1,0,Regular,Lvl,1,Corner,Gtl,Somerset,Feedr,1,OneFam,One_Story,7,3,2006,2007,Hip,1,VinylSd,VinylSd,None,0,2,1,PConc,5,2,1,6,3,1,0,794,1460,GasA,4,Y,1460,0,0,3,1,3,6,Typ,1,4,Attchd,Fin,480,2,2,Paved,0,None,0,8,2008,WD ,Normal,0.0,2.0,1460.0,0.0,1.0,21.0,229707.32417582415,247000,226431.83003932846,20568.16996067154
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,79,11449,1,0,Slightly_Irregular,HLS,1,Inside,Gtl,Timberland,Norm,1,OneFam,One_Story,7,3,2007,2007,Gable,1,VinylSd,VinylSd,None,0,2,1,PConc,4,2,3,6,3,1,0,873,1884,GasA,4,Y,1728,0,0,3,1,3,7,Typ,1,4,Attchd,Fin,520,2,2,Paved,0,None,0,1,2008,WD ,Normal,1.0,2.0,1728.0,0.0,1.0,277.0,246599.54166666663,298751,273817.0128271273,24933.9871728727
Two_Story_1946_and_Newer,Residential_Low_Density,80,14000,1,0,Regular,Lvl,1,Inside,Mod,Clear_Creek,Norm,1,OneFam,Two_Story,6,3,1996,1997,Gable,1,Wd Sdng,Wd Sdng,None,0,2,1,PConc,5,2,4,6,3,1,0,105,1306,GasA,4,Y,1306,954,0,3,1,3,7,Typ,0,0,Attchd,RFn,533,2,2,Paved,296,None,0,4,2010,WD ,Normal,1.0,3.0,2260.0,0.0,1.0,45.0,208662.0909090909,328000,265765.99837383564,62234.00162616436
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,66,8300,1,0,Slightly_Irregular,Lvl,1,Inside,Gtl,North_Ames,Norm,1,OneFam,One_Story,4,4,1968,1968,Gable,1,Wd Sdng,Wd Sdng,BrkFace,86,0,1,CBlock,2,2,2,3,6,1,0,0,952,GasA,3,Y,952,0,0,3,1,1,5,Typ,0,0,Attchd,Unf,288,2,2,Paved,0,None,0,8,2007,WD ,Normal,1.0,1.0,952.0,0.0,0.0,0.0,145097.34988713317,128500,133136.5989611065,4636.5989611065015
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,43,13568,1,0,Moderately_Irregular,Lvl,1,CulDSac,Gtl,College_Creek,Norm,1,OneFam,One_Story,3,3,1995,1995,Gable,1,VinylSd,VinylSd,None,0,0,1,PConc,4,2,1,5,1,1,0,274,990,GasA,4,Y,990,0,0,3,1,1,5,Typ,0,0,Attchd,Unf,576,2,2,Paved,224,None,0,7,2006,WD ,Normal,1.0,1.0,990.0,0.0,0.0,0.0,201803.43445692884,156000,150384.4247235999,5615.575276400108
One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,60,10410,1,1,Regular,Lvl,1,Corner,Gtl,Old_Town,Artery,1,OneFam,One_and_Half_Fin,5,2,1915,1950,Gable,1,Wd Sdng,Wd Sdng,None,0,0,1,PConc,2,2,1,1,7,1,0,672,672,GasA,1,Y,694,520,0,3,1,1,6,Typ,0,0,Detchd,Unf,936,2,2,Paved,216,None,0,1,2006,WD ,Family,0.0,1.0,1214.0,0.0,1.0,161.0,123991.89121338911,105000,92513.18013021212,12486.819869787883
Two_Story_1946_and_Newer,Residential_Low_Density,114,17242,1,0,Slightly_Irregular,Lvl,1,Inside,Gtl,Northridge,Norm,1,OneFam,Two_Story,8,3,1993,1994,Hip,1,MetalSd,MetalSd,BrkFace,738,2,3,PConc,5,2,4,3,6,6,1393,48,1733,GasA,4,Y,1933,1567,0,4,1,4,11,Typ,1,2,Attchd,RFn,959,2,2,Paved,870,None,0,5,2006,WD ,Normal,1.0,4.0,3500.0,0.0,1.0,86.0,330319.1267605634,584500,530894.1949192156,53605.80508078437
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,78,10140,1,0,Regular,Lvl,1,Inside,Gtl,Northwest_Ames,Norm,1,OneFam,One_Story,4,4,1974,1974,Hip,1,Plywood,Plywood,BrkFace,196,0,1,CBlock,2,2,1,5,1,1,0,228,1116,GasA,4,Y,1116,0,0,3,1,1,6,Typ,1,2,Attchd,RFn,528,2,2,Paved,0,None,0,4,2009,WD ,Normal,1.0,2.0,1116.0,0.0,0.0,0.0,188406.90839694656,167900,162395.17090198243,5504.829098017566
One_Story_1945_and_Older,Residential_Medium_Density,60,10800,1,1,Regular,Lvl,1,Inside,Gtl,Old_Town,Norm,1,OneFam,One_Story,2,6,1885,1995,Mansard,1,VinylSd,VinylSd,None,0,0,1,BrkTil,3,2,1,1,7,1,0,641,641,GasA,3,Y,1047,0,0,2,1,1,6,Typ,0,0,Detchd,Unf,273,3,3,Dirt_Gravel,0,Shed,450,8,2007,WD ,Normal,0.0,1.0,1047.0,0.0,0.0,0.0,123991.89121338911,100000,88623.08195889683,11376.91804110317
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,62,70761,1,0,Slightly_Irregular,Low,1,Inside,Mod,Clear_Creek,Norm,1,OneFam,One_Story,6,3,1975,1975,Gable,0,Plywood,Plywood,None,0,0,1,CBlock,4,2,4,5,1,1,0,878,1533,GasA,1,Y,1533,0,0,2,1,3,5,Typ,2,2,Attchd,Unf,576,2,2,Paved,200,None,0,12,2006,WD ,Normal,1.0,2.0,1533.0,0.0,1.0,55.0,208662.0909090909,280000,257517.19427073243,22482.805729267566
