Lot_Frontage,Lot_Area,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,Bsmt_Unf_SF,Total_Bsmt_SF,Heating_QC,First_Flr_SF,Second_Flr_SF,Bedroom_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Fireplaces,Fireplace_Qu,Garage_Area,Garage_Cond,Wood_Deck_SF,Mo_Sold,Year_Sold,Bsmt_Baths,Baths,Total_SF_Floors,Porch_Area,Mean_Price_Neigh,MS_SubClass_One_Story_1945_and_Older,MS_Zoning_Residential_Low_Density,Lot_Shape_Regular,Land_Contour_HLS,Lot_Config_Corner,Lot_Config_Inside,Land_Slope_Gtl,Roof_Style_Gable,Exterior_1st_Wd Sdng,Exterior_2nd_MetalSd,Exterior_2nd_VinylSd,Mas_Vnr_Type_Stone,Foundation_CBlock,Central_Air_N,Garage_Type_Attchd,Garage_Finish_RFn,Paved_Drive_Dirt_Gravel,Paved_Drive_Paved,Sale_Type_WD ,Sale_Condition_Abnorml,Sale_Condition_Family,Sale_Condition_Normal,Actual Value,Predicted Value,Difference
86,11227,3,3,1968,1968,0,0,3,2,4,1,3,6,0,720,4,720,720,4,1,7,2,2,480,2,192,3,2010,0.0,2.0,1440.0,39.0,136751.1523178808,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,163000,145083.33333333334,17916.666666666657
195,41600,3,3,1969,1990,0,0,1,4,2,4,5,1,53,1100,1,1424,0,3,1,7,0,0,828,2,144,11,2007,1.0,2.0,1424.0,0.0,190646.5757575757,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,155000,189204.16666666666,34204.16666666666
87,12361,4,6,1993,1993,85,2,3,4,2,1,6,3,86,946,4,964,838,3,3,8,1,4,1017,2,450,5,2010,1.0,3.0,1802.0,93.0,184070.184,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,218000,218563.33333333334,563.333333333343
90,14670,4,6,1966,1999,410,2,3,2,2,1,4,2,529,1104,4,1104,884,4,3,9,1,4,480,2,0,8,2008,0.0,3.0,1988.0,231.0,145097.34988713317,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,227000,184733.33333333334,42266.66666666666
21,1936,2,6,1970,1970,0,0,1,2,2,1,1,7,546,546,3,546,546,3,1,5,0,0,0,0,0,6,2006,0.0,2.0,1092.0,0.0,95756.48648648648,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,90500,82156.66666666667,8343.333333333328
75,9825,3,3,1966,1966,0,0,1,2,2,1,3,6,483,1092,1,1092,0,3,1,6,0,0,264,2,259,4,2008,0.0,1.0,1092.0,0.0,130843.38144329896,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,123000,128083.33333333333,5083.3333333333285
63,13907,3,4,1940,1969,0,0,1,2,2,1,4,2,706,996,4,996,0,3,1,6,1,4,0,0,144,7,2008,1.0,1.0,996.0,0.0,130843.38144329896,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,108000,169183.33333333334,61183.33333333334
0,9819,3,3,1967,1967,31,0,3,2,2,1,4,2,432,882,1,900,0,3,1,5,0,0,280,2,0,2,2010,0.0,1.0,900.0,0.0,136751.1523178808,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,122000,124316.66666666667,2316.6666666666715
96,11275,6,6,1967,2007,300,2,3,4,2,1,1,7,710,710,4,1898,1080,5,3,11,1,4,564,2,240,6,2010,0.0,3.0,2978.0,0.0,145097.34988713317,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,242000,148933.33333333334,93066.66666666666
76,10142,6,3,2004,2004,0,2,1,4,2,1,6,3,300,956,4,956,1128,4,3,8,0,0,618,2,0,1,2010,1.0,3.0,2084.0,46.0,184070.184,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,233000,223066.66666666666,9933.333333333343
65,16219,6,3,2004,2005,0,2,1,4,2,4,6,3,56,835,4,1119,0,2,3,5,0,0,437,2,100,4,2007,1.0,2.0,1119.0,25.0,190646.5757575757,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,188500,199144.83333333334,10644.833333333343
24,2160,3,4,1973,1973,200,0,1,2,2,1,2,4,363,765,3,765,600,3,3,7,1,3,440,2,0,6,2006,0.0,2.0,1365.0,37.0,105608.33333333331,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,125500,114200.0,11300.0
94,13005,6,6,1980,1980,278,2,1,4,2,1,6,3,153,845,1,1153,1200,4,4,10,1,2,484,2,288,8,2009,1.0,3.0,2353.0,196.0,188406.90839694656,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,260000,217500.0,42500.0
114,14803,9,3,2007,2008,816,3,1,5,2,3,6,3,442,2078,4,2084,0,2,4,7,1,4,1220,2,188,6,2008,1.0,2.0,2084.0,46.0,322018.265060241,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,385000,438733.6666666667,53733.666666666686
74,9056,7,3,2004,2004,0,2,1,5,4,3,1,7,707,707,4,707,707,3,3,6,1,4,403,2,100,10,2006,0.0,3.0,1414.0,36.0,190646.5757575757,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,178000,173150.16666666666,4849.833333333343
0,9248,4,4,1992,1992,106,0,1,4,2,1,6,3,598,1158,3,1167,0,3,3,6,0,0,400,2,120,7,2009,1.0,2.0,1167.0,27.0,190646.5757575757,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,173000,176355.66666666666,3355.666666666657
118,21299,6,3,1941,1963,0,2,1,2,2,1,1,7,929,929,4,2039,0,3,1,7,3,4,791,2,0,12,2006,1.0,2.0,2039.0,91.0,145097.34988713317,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,167000,203083.33333333334,36083.33333333334
86,11650,6,3,1959,1959,58,0,1,0,0,0,0,5,0,0,3,1472,0,2,3,5,1,4,484,2,0,6,2006,0.0,2.0,1472.0,68.0,145097.34988713317,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,157500,127083.33333333333,30416.66666666667
95,10324,7,3,2008,2008,140,2,1,4,2,3,6,3,382,1254,4,1254,0,2,3,5,0,0,810,2,168,3,2009,1.0,2.0,1254.0,93.0,201803.43445692884,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,221800,199200.0,22600.0
73,8993,6,3,2007,2007,0,2,1,4,2,3,1,7,1302,1302,4,1302,0,3,3,6,0,0,436,2,0,8,2007,0.0,2.0,1302.0,23.0,190646.5757575757,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,176485,173605.66666666666,2879.333333333343
88,12803,6,3,2002,2002,99,2,1,4,2,2,6,3,572,1494,4,1494,0,3,3,6,1,2,530,2,192,9,2008,1.0,2.0,1494.0,37.0,201803.43445692884,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,221000,255156.5,34156.5
0,3072,6,3,2004,2004,18,2,1,4,2,1,1,7,1375,1375,4,1414,0,2,3,6,1,2,398,2,144,5,2006,0.0,2.0,1414.0,21.0,196661.67857142852,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,178740,196245.83333333334,17505.833333333343
40,3636,2,2,1922,1950,0,0,1,2,3,1,1,7,796,796,2,796,0,2,1,5,0,0,0,0,0,1,2008,0.0,1.0,796.0,101.0,103752.90322580644,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,55000,83333.33333333333,28333.33333333333
40,5436,2,7,1922,2007,0,0,3,2,2,1,4,2,61,796,3,796,358,3,3,7,0,0,240,2,0,5,2010,1.0,1.0,1154.0,97.0,103752.90322580644,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,125500,95400.0,30100.0
0,6240,4,3,1938,1950,0,0,1,2,2,1,2,4,809,861,3,861,548,3,1,6,1,4,528,2,225,3,2007,1.0,2.0,1409.0,85.0,124756.25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,126000,133125.0,7125.0
60,11556,3,8,1953,2006,0,0,4,2,2,1,4,2,456,864,3,1154,0,3,4,6,0,0,336,2,63,7,2007,0.0,2.0,1154.0,0.0,145097.34988713317,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,142000,136666.66666666666,5333.333333333343
116,13501,7,3,2006,2006,208,2,1,4,2,1,6,3,1560,1623,4,1636,0,3,3,8,1,4,865,2,0,6,2007,1.0,2.0,1636.0,61.0,229707.32417582412,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,255000,258640.0,3640.0
55,10592,4,6,1923,1996,0,0,3,2,3,1,1,7,602,602,1,900,602,3,3,7,2,2,180,2,96,8,2007,0.0,2.0,1502.0,112.0,207550.83495145632,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,165000,193179.33333333334,28179.333333333343
60,10896,4,6,1914,1995,0,1,1,2,3,1,2,4,1184,1440,4,1440,1440,8,2,14,0,0,0,0,0,3,2007,0.0,2.0,2880.0,111.0,135071.9375,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,200000,151166.66666666666,48833.33333333334
64,6762,6,3,2006,2006,24,2,1,4,2,3,6,3,501,1187,4,1208,0,2,3,6,0,0,632,2,105,2,2010,1.0,2.0,1208.0,62.0,201803.43445692884,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,206000,161083.33333333334,44916.66666666666
0,14112,3,6,1964,1964,86,0,1,2,2,3,6,3,138,1152,1,1152,0,3,1,6,1,4,484,2,227,4,2010,1.0,1.0,1152.0,0.0,145097.34988713317,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,180500,157733.33333333334,22766.666666666657
57,8094,2,3,1915,1950,0,0,2,2,2,1,1,7,888,888,4,888,1074,4,1,9,1,2,572,2,160,6,2010,0.0,2.0,1962.0,365.0,123991.89121338911,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,149500,148750.0,750.0
24,1782,4,4,1980,1980,0,0,3,4,2,1,6,3,186,516,3,529,516,2,1,5,1,2,462,2,180,12,2007,0.0,1.0,1045.0,0.0,143590.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,123900,152750.0,28850.0
87,11146,7,3,2006,2006,250,2,1,5,2,3,1,7,1709,1709,4,1717,0,3,3,7,1,4,908,2,169,7,2009,0.0,2.0,1717.0,40.0,322018.265060241,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,255500,291635.5,36135.5
60,9600,4,7,1900,2004,0,0,1,2,2,1,3,6,399,780,4,940,476,3,3,7,0,0,400,2,0,6,2006,1.0,1.0,1416.0,25.0,123991.89121338911,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,156500,121183.33333333333,35316.66666666667
50,6060,2,3,1939,1950,0,0,1,2,2,1,1,7,732,732,3,772,351,3,1,4,0,0,264,2,0,6,2007,0.0,1.0,1123.0,141.0,103752.90322580644,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,100000,106891.66666666667,6891.6666666666715
75,9000,3,4,1946,1950,0,0,1,2,2,1,3,6,459,904,4,904,595,3,1,5,1,1,869,4,0,6,2008,0.0,1.0,1499.0,21.0,123991.89121338911,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,140000,125416.66666666667,14583.333333333328
55,5687,3,4,1912,2000,0,0,2,2,3,1,3,6,570,780,4,936,780,6,2,9,0,0,0,0,0,3,2008,1.0,2.0,1716.0,185.0,135071.9375,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,135900,121969.83333333333,13930.166666666672
60,6600,3,4,1982,2005,0,0,1,2,2,1,6,3,207,845,3,845,0,3,3,6,0,0,264,2,0,7,2008,0.0,1.0,845.0,0.0,162226.63157894736,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,134500,133500.0,1000.0
70,11207,4,3,1997,1997,0,0,1,4,2,3,6,3,88,802,3,802,709,3,1,8,1,2,413,2,95,6,2006,1.0,3.0,1511.0,76.0,190646.5757575757,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,185000,186166.66666666666,1166.666666666657
63,9297,3,3,1976,1976,0,0,1,2,2,1,5,1,122,1728,1,1728,0,4,1,8,0,0,560,2,0,7,2006,2.0,2.0,1728.0,0.0,162226.63157894736,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,188000,194450.0,6450.0
94,25286,2,3,1963,1963,0,0,1,2,2,4,5,1,431,1064,3,1040,0,3,1,5,0,0,648,2,0,1,2007,1.0,1.0,1040.0,0.0,162226.63157894736,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,132250,179250.0,47000.0
24,1950,4,4,1980,1980,0,0,3,4,2,1,2,4,23,716,1,716,840,3,1,6,1,2,452,2,161,7,2008,1.0,3.0,1556.0,0.0,143590.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,151000,157166.66666666666,6166.666666666657
24,2364,4,3,1978,1978,0,0,1,4,2,1,5,1,484,804,1,804,744,3,1,7,1,2,440,2,108,7,2009,1.0,3.0,1548.0,0.0,140710.86956521738,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,147000,145466.66666666666,1533.333333333343
0,13837,6,3,1988,1988,178,2,3,4,4,1,6,3,0,1204,3,1377,806,4,3,9,0,0,786,2,0,2,2006,0.0,3.0,2183.0,0.0,188406.90839694656,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,229000,206416.66666666666,22583.333333333343
50,8660,3,4,1900,1993,0,0,1,2,2,1,1,7,760,760,4,928,928,5,3,11,0,0,576,2,467,12,2009,0.0,2.0,1856.0,239.0,103752.90322580644,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,123000,111600.0,11400.0
70,9100,3,3,1960,1960,69,0,1,2,2,1,1,7,1144,1144,1,1144,0,3,1,6,1,4,336,2,0,6,2007,0.0,1.0,1144.0,0.0,145097.34988713317,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,120000,144441.66666666666,24441.666666666657
0,15676,7,7,1980,1980,115,2,3,4,4,4,5,1,189,2014,3,2014,0,2,3,6,2,4,864,2,462,4,2009,1.0,2.0,2014.0,256.0,248314.5833333333,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,275000,270975.0,4025.0
0,7000,3,7,1978,2005,90,2,3,2,2,1,5,1,218,864,4,864,0,3,1,6,0,0,336,2,0,7,2009,1.0,1.0,864.0,0.0,201803.43445692884,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,136500,127616.66666666667,8883.333333333328
60,9120,6,4,1925,1950,0,0,3,2,2,1,3,6,697,1026,4,1133,687,4,1,8,0,0,240,2,0,6,2008,1.0,2.0,1820.0,101.0,124756.25,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,184000,148262.5,35737.5
65,8769,6,3,2005,2005,0,2,1,4,2,3,6,3,460,1169,4,1190,0,2,3,5,0,0,578,2,100,10,2007,1.0,2.0,1190.0,42.0,201803.43445692884,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,173500,175650.0,2150.0
0,16669,7,4,1981,1981,653,2,1,4,2,1,1,7,1686,1686,1,1707,0,2,1,6,1,2,511,2,574,1,2006,0.0,3.0,1707.0,65.0,246599.54166666663,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,228000,285677.1666666667,57677.166666666686
0,9900,6,3,1968,1968,342,0,1,2,2,1,4,2,280,832,3,1098,880,4,1,9,1,4,486,2,0,4,2008,0.0,3.0,1978.0,44.0,188406.90839694656,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,176000,178858.33333333334,2858.333333333343
68,9724,3,6,1947,1950,0,0,1,2,2,1,1,7,938,938,4,1043,0,2,1,5,1,4,273,2,125,5,2006,0.0,1.0,1043.0,49.0,145097.34988713317,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,137000,134758.33333333334,2241.666666666657
0,2938,6,3,2002,2002,40,2,1,4,2,3,6,3,330,1368,4,1511,0,2,3,5,1,2,398,2,130,5,2006,1.0,2.0,1511.0,31.0,196661.67857142852,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,246990,201998.33333333334,44991.66666666666
67,8308,2,4,1963,1963,20,0,3,2,2,1,4,2,115,1088,1,1088,0,2,1,4,0,0,520,2,0,6,2007,0.0,1.0,1088.0,0.0,130843.38144329896,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,110000,114333.33333333333,4333.3333333333285
85,13600,3,3,1900,1950,0,0,1,2,2,1,1,7,662,662,1,1422,915,5,1,10,0,0,560,2,0,9,2007,0.0,2.0,2337.0,58.0,123991.89121338911,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,90000,152313.16666666666,62313.16666666666
60,8400,3,3,1977,1977,320,0,1,0,0,0,0,5,0,0,1,2020,0,4,1,10,2,2,630,2,0,10,2007,0.0,2.0,2020.0,0.0,184070.184,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,144000,153696.66666666666,9696.666666666657
0,3696,7,3,1986,1986,0,2,1,4,2,1,1,7,1074,1074,4,1088,0,2,3,5,0,0,461,2,0,10,2007,0.0,2.0,1088.0,212.0,324229.1960784314,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,170000,175416.66666666666,5416.666666666657
57,7558,4,4,1928,1950,0,0,1,2,2,1,1,7,896,896,3,1172,741,3,1,9,1,2,342,3,0,3,2009,0.0,2.0,1913.0,0.0,207550.83495145632,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,177000,175991.66666666666,1008.333333333343
73,8990,6,3,2006,2006,0,2,1,4,2,2,1,7,1498,1498,4,1498,0,2,3,5,0,0,675,2,351,4,2006,0.0,2.0,1498.0,34.0,201803.43445692884,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,204900,204099.83333333334,800.166666666657
65,10616,6,3,2007,2007,0,2,1,4,2,1,1,7,628,628,4,628,728,3,3,6,1,4,484,2,100,3,2008,0.0,3.0,1356.0,25.0,201803.43445692884,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,177439,187725.0,10286.0
35,5118,7,3,1990,1990,0,2,1,4,2,4,6,3,386,1312,3,1321,0,1,3,4,1,2,484,2,0,8,2007,1.0,1.0,1321.0,205.0,324229.1960784314,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,212000,194416.66666666666,17583.333333333343
115,16905,3,4,1959,1959,0,0,3,2,2,4,4,2,383,1350,3,1328,0,2,1,5,2,4,308,2,0,7,2007,1.0,2.0,1328.0,105.0,246599.54166666663,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,170000,269827.1666666667,99827.16666666669
73,17227,7,3,1999,2000,158,2,1,4,2,4,6,3,426,1341,4,1341,0,1,3,5,1,2,482,2,240,1,2007,1.0,2.0,1341.0,85.0,201803.43445692884,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,246900,198121.66666666666,48778.33333333334
65,11050,3,3,1956,1956,0,0,1,2,2,1,2,4,517,1005,4,1005,0,2,1,6,1,2,319,2,0,7,2006,0.0,1.0,1005.0,0.0,145097.34988713317,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,133500,132673.0,827.0
60,10410,2,3,1915,1950,0,0,1,2,2,1,1,7,1313,1313,1,1313,0,3,3,8,1,2,528,2,0,6,2009,0.0,2.0,1313.0,433.0,123991.89121338911,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,142900,116000.0,26900.0
56,14720,7,3,1995,1996,579,2,1,4,2,3,6,3,1217,2033,4,2053,1185,4,3,9,1,5,666,2,283,3,2010,1.0,3.0,3238.0,87.0,330319.1267605634,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,410000,371250.0,38750.0
42,14892,8,3,2006,2007,160,3,1,5,2,4,6,3,426,1746,4,1746,0,3,4,7,2,4,758,2,201,10,2009,1.0,2.0,1746.0,40.0,190646.5757575757,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,377500,203966.66666666666,173533.33333333334
