MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,First_Flr_SF,Second_Flr_SF,Low_Qual_Fin_SF,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Functional,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Finish,Garage_Area,Garage_Qual,Garage_Cond,Paved_Drive,Wood_Deck_SF,Misc_Feature,Misc_Val,Mo_Sold,Year_Sold,Sale_Type,Sale_Condition,Sale_Price,Bsmt_Baths,Baths,Total_SF_Floors,Pool_Presence,Porch_Presence,Porch_Area,Mean_Price_Neigh
Two_Story_1946_and_Newer,Residential_Low_Density,78,12011,1,0,Slightly_Irregular,Lvl,1,CulDSac,Gtl,Northridge,Norm,1,OneFam,Two_Story,7,3,1998,1998,Gable,1,VinylSd,VinylSd,BrkFace,530,2,1,PConc,4,2,3,6,3,1,0,130,1086,GasA,4,Y,1086,838,0,3,1,3,7,Typ,1,2,Attchd,RFn,592,2,2,Paved,208,None,0,6,2006,WD ,Normal,280000,1.0,3.0,1924.0,0.0,1.0,75.0,330319.1267605634
Two_Story_1946_and_Newer,Residential_Low_Density,93,12090,1,0,Regular,Lvl,1,Corner,Gtl,Northridge,Norm,1,OneFam,Two_Story,7,3,1998,1998,Hip,1,VinylSd,VinylSd,BrkFace,650,2,1,PConc,4,2,1,1,7,1,0,1141,1141,GasA,3,Y,1165,1098,0,4,1,3,10,Typ,1,2,BuiltIn,Fin,420,2,2,Paved,144,None,0,7,2006,WD ,Abnorml,258000,0.0,3.0,2263.0,0.0,1.0,124.0,330319.1267605634
Two_Story_1946_and_Newer,Residential_Low_Density,83,10019,1,0,Slightly_Irregular,Lvl,1,Inside,Gtl,Northridge,Norm,1,OneFam,Two_Story,7,3,1995,1995,Hip,1,VinylSd,VinylSd,BrkFace,397,2,1,PConc,4,2,1,5,1,1,0,815,1342,GasA,4,Y,1358,1368,0,4,1,3,9,Typ,1,5,Attchd,RFn,725,2,2,Paved,307,None,0,6,2006,WD ,Normal,350000,0.0,3.0,2726.0,0.0,1.0,338.0,330319.1267605634
Two_Story_1946_and_Newer,Residential_Low_Density,114,17242,1,0,Slightly_Irregular,Lvl,1,Inside,Gtl,Northridge,Norm,1,OneFam,Two_Story,8,3,1993,1994,Hip,1,MetalSd,MetalSd,BrkFace,738,2,3,PConc,5,2,4,3,6,6,1393,48,1733,GasA,4,Y,1933,1567,0,4,1,4,11,Typ,1,2,Attchd,RFn,959,2,2,Paved,870,None,0,5,2006,WD ,Normal,584500,1.0,4.0,3500.0,0.0,1.0,86.0,330319.1267605634
Two_Story_1946_and_Newer,Residential_Low_Density,0,10236,1,0,Slightly_Irregular,Lvl,1,Inside,Gtl,Northridge,Norm,1,OneFam,Two_Story,7,3,1994,1995,Gable,1,VinylSd,VinylSd,BrkFace,501,2,1,PConc,4,2,4,6,3,4,168,742,1290,GasA,4,Y,1305,1189,0,4,1,3,9,Typ,1,2,Attchd,Fin,803,2,2,Paved,200,None,0,6,2006,WD ,Normal,321000,1.0,3.0,2494.0,0.0,1.0,96.0,330319.1267605634
Two_Story_1946_and_Newer,Residential_Low_Density,92,10120,1,0,Regular,Lvl,1,Inside,Gtl,Northridge,Norm,1,OneFam,Two_Story,7,3,1994,1994,Hip,1,VinylSd,VinylSd,BrkFace,391,2,1,PConc,4,2,1,6,3,1,0,425,1165,GasA,4,Y,1203,1323,0,4,1,3,8,Typ,1,2,Attchd,RFn,844,2,2,Paved,309,None,0,12,2006,WD ,Normal,290000,1.0,3.0,2526.0,0.0,1.0,79.0,330319.1267605634
Two_Story_1946_and_Newer,Residential_Low_Density,0,12585,1,0,Slightly_Irregular,Lvl,1,Inside,Gtl,Northridge,Norm,1,OneFam,Two_Story,7,3,1993,1993,Gable,1,HdBoard,ImStucc,BrkFace,420,2,1,PConc,4,2,1,2,4,6,1039,0,1286,GasA,4,Y,1565,1234,0,3,1,3,8,Typ,1,2,Attchd,Fin,704,2,2,Paved,432,None,0,10,2006,WD ,Normal,315000,1.0,3.0,2799.0,0.0,1.0,137.0,330319.1267605634
Two_Story_1946_and_Newer,Residential_Low_Density,75,12447,1,0,Slightly_Irregular,Lvl,1,Inside,Gtl,Somerset,RRAn,1,OneFam,Two_Story,7,3,2005,2006,Gable,1,CemntBd,CmentBd,Stone,192,2,1,PConc,4,4,1,1,7,1,0,1100,1100,GasA,4,Y,1116,848,0,3,1,3,8,Typ,1,4,BuiltIn,Fin,760,2,2,Paved,200,None,0,1,2006,New,Partial,252000,0.0,3.0,1964.0,0.0,1.0,71.0,229707.32417582418
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,49,15218,1,0,Slightly_Irregular,Lvl,1,CulDSac,Gtl,Somerset,RRAn,1,OneFam,One_Story,7,3,2006,2006,Gable,1,VinylSd,VinylSd,None,0,2,1,PConc,5,4,1,6,3,1,0,108,1670,GasA,4,Y,1670,0,0,2,1,3,6,Typ,1,4,Attchd,RFn,928,2,2,Paved,0,None,0,9,2006,New,Partial,336820,1.0,3.0,1670.0,0.0,1.0,441.0,229707.32417582418
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,49,20896,1,0,Moderately_Irregular,Lvl,1,CulDSac,Gtl,Somerset,RRAn,1,OneFam,One_Story,7,3,2005,2006,Gable,1,VinylSd,VinylSd,None,0,2,1,PConc,5,2,2,6,3,1,0,356,2077,GasA,4,Y,2097,0,0,1,1,4,8,Typ,1,5,Attchd,Fin,1134,2,2,Paved,192,None,0,1,2006,New,Partial,423000,1.0,2.0,2097.0,0.0,1.0,268.0,229707.32417582418
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,85,10182,1,0,Slightly_Irregular,Lvl,1,CulDSac,Gtl,Somerset,RRNn,1,OneFam,One_Story,7,3,2006,2006,Hip,1,VinylSd,VinylSd,Stone,420,2,1,PConc,5,2,2,6,3,1,0,440,1660,GasA,4,Y,1660,0,0,3,1,3,8,Typ,1,4,Attchd,RFn,500,2,2,Paved,322,None,0,5,2006,New,Partial,290000,1.0,2.0,1660.0,0.0,1.0,51.0,229707.32417582418
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,73,8688,1,0,Regular,Lvl,1,Inside,Gtl,Somerset,Norm,1,OneFam,One_Story,6,3,2005,2005,Gable,1,VinylSd,VinylSd,BrkFace,228,2,1,PConc,4,2,3,1,7,1,0,1616,1616,GasA,4,Y,1616,0,0,3,1,3,7,Typ,0,0,Attchd,RFn,834,2,2,Paved,208,None,0,4,2006,WD ,Normal,232000,0.0,2.0,1616.0,0.0,1.0,60.0,229707.32417582418
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,85,10936,1,0,Regular,Lvl,1,Corner,Gtl,Somerset,Feedr,1,OneFam,One_Story,7,3,2006,2006,Gable,1,VinylSd,VinylSd,BrkFace,60,2,1,PConc,4,2,1,1,7,1,0,1504,1504,GasA,4,Y,1504,0,0,3,1,3,7,Typ,0,0,Attchd,Fin,510,2,2,Paved,144,None,0,9,2006,New,Partial,199000,0.0,2.0,1504.0,0.0,0.0,0.0,229707.32417582418
One_Story_1946_and_Newer_All_Styles,Floating_Village_Residential,72,8640,1,0,Regular,Lvl,1,Inside,Gtl,Somerset,Norm,1,OneFam,One_Story,7,3,2006,2006,Gable,1,VinylSd,VinylSd,None,0,2,1,PConc,4,2,1,6,3,1,0,1254,1278,GasA,4,Y,1278,0,0,2,1,3,5,Typ,0,0,Attchd,RFn,584,2,2,Paved,0,None,0,10,2006,New,Partial,198600,0.0,2.0,1278.0,0.0,1.0,61.0,229707.32417582418
Two_Story_1946_and_Newer,Floating_Village_Residential,100,13162,1,0,Regular,Lvl,1,Corner,Gtl,Somerset,Feedr,1,OneFam,Two_Story,8,3,2006,2006,Gable,1,VinylSd,VinylSd,None,0,2,1,PConc,5,2,1,6,3,1,0,200,2036,GasA,4,Y,2036,604,0,3,1,4,11,Typ,1,4,Attchd,RFn,792,2,2,Paved,0,None,0,11,2006,New,Partial,405749,1.0,4.0,2640.0,0.0,1.0,266.0,229707.32417582418
One_Story_1946_and_Newer_All_Styles,Floating_Village_Residential,81,11216,1,0,Regular,Lvl,1,Inside,Gtl,Somerset,Norm,1,OneFam,One_Story,7,3,2006,2006,Gable,1,VinylSd,VinylSd,None,0,2,1,PConc,4,4,1,1,7,1,0,1489,1489,GasA,4,Y,1489,0,0,3,1,3,7,Typ,1,4,Attchd,RFn,776,2,2,Paved,0,None,0,6,2006,New,Partial,232600,0.0,2.0,1489.0,0.0,1.0,141.0,229707.32417582418
Two_Story_1946_and_Newer,Floating_Village_Residential,84,10728,1,0,Regular,Lvl,1,Inside,Gtl,Somerset,Norm,1,OneFam,Two_Story,7,3,2006,2006,Gable,1,VinylSd,VinylSd,None,0,2,1,PConc,4,2,2,1,7,1,0,1095,1095,GasA,3,Y,1095,844,0,3,1,3,8,Typ,1,4,Attchd,RFn,1053,2,2,Paved,192,None,0,8,2006,New,Partial,266000,0.0,3.0,1939.0,0.0,1.0,52.0,229707.32417582418
Two_Story_1946_and_Newer,Floating_Village_Residential,65,8125,1,0,Regular,Lvl,1,Inside,Gtl,Somerset,Norm,1,OneFam,Two_Story,6,3,2005,2006,Gable,1,VinylSd,VinylSd,None,0,2,1,PConc,4,2,1,1,7,1,0,756,756,GasA,4,Y,756,797,0,3,1,3,6,Typ,0,0,Attchd,RFn,615,2,2,Paved,0,None,0,3,2006,New,Partial,186500,0.0,3.0,1553.0,0.0,1.0,46.0,229707.32417582418
Two_Story_1946_and_Newer,Floating_Village_Residential,65,8125,1,0,Regular,Lvl,1,Inside,Gtl,Somerset,Norm,1,OneFam,Two_Story,4,3,2005,2005,Gable,1,VinylSd,VinylSd,None,0,2,1,PConc,4,2,1,1,7,1,0,858,858,GasA,4,Y,858,858,0,3,1,3,7,Typ,0,0,Attchd,RFn,615,2,2,Paved,0,None,0,2,2006,WD ,Normal,200825,0.0,3.0,1716.0,0.0,1.0,54.0,229707.32417582418
Two_Story_1946_and_Newer,Floating_Village_Residential,65,8125,1,0,Regular,Lvl,1,Inside,Gtl,Somerset,Norm,1,OneFam,Two_Story,6,3,2006,2006,Gable,1,VinylSd,VinylSd,None,0,2,1,PConc,4,4,1,1,7,1,0,770,770,GasA,4,Y,778,798,0,3,1,3,6,Typ,0,0,Attchd,RFn,614,2,2,Paved,0,None,0,8,2006,New,Partial,197000,0.0,3.0,1576.0,0.0,1.0,51.0,229707.32417582418
One_Story_1946_and_Newer_All_Styles,Floating_Village_Residential,60,7200,1,1,Regular,Lvl,1,Inside,Gtl,Somerset,Norm,1,OneFam,One_Story,4,3,2006,2006,Gable,1,VinylSd,VinylSd,Stone,68,2,1,PConc,4,2,1,6,3,1,0,357,1262,GasA,3,Y,1262,0,0,2,1,3,5,Typ,0,0,Attchd,Fin,572,2,2,Paved,0,None,0,5,2006,New,Partial,185000,0.0,2.0,1262.0,0.0,1.0,121.0,229707.32417582418
One_Story_1946_and_Newer_All_Styles,Floating_Village_Residential,62,7500,1,1,Regular,Lvl,1,Inside,Gtl,Somerset,Norm,1,OneFam,One_Story,6,3,2005,2005,Gable,1,VinylSd,VinylSd,None,0,2,1,PConc,4,2,1,1,7,1,0,1257,1257,GasA,4,Y,1266,0,0,3,1,3,6,Typ,1,2,Attchd,Unf,453,2,2,Paved,38,None,0,4,2006,WD ,Normal,176000,0.0,2.0,1266.0,0.0,1.0,145.0,229707.32417582418
One_Story_1946_and_Newer_All_Styles,Floating_Village_Residential,60,7200,1,1,Regular,Lvl,1,Inside,Gtl,Somerset,Norm,1,OneFam,One_Story,6,3,2006,2006,Gable,1,VinylSd,VinylSd,None,0,2,1,PConc,4,4,1,1,7,1,0,1293,1293,GasA,4,Y,1301,0,0,2,1,3,5,Typ,1,4,Attchd,RFn,572,2,2,Paved,216,None,0,8,2006,New,Partial,187750,1.0,2.0,1301.0,0.0,1.0,122.0,229707.32417582418
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,74,7733,1,0,Slightly_Irregular,Lvl,1,Inside,Gtl,Sawyer_West,Norm,1,OneFam,One_Story,4,3,2005,2005,Gable,1,VinylSd,VinylSd,None,0,0,1,PConc,2,2,2,6,3,1,0,1118,1142,GasA,4,Y,1142,0,0,3,1,3,5,Typ,0,0,No_Garage,No_Garage,0,0,0,Paved,4,None,0,1,2006,WD ,Normal,139500,0.0,2.0,1142.0,0.0,1.0,51.0,184070.184
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,91,11024,1,0,Slightly_Irregular,Lvl,1,Corner,Gtl,Sawyer_West,Norm,1,OneFam,One_Story,6,3,2005,2006,Gable,1,VinylSd,VinylSd,BrkFace,118,2,1,PConc,4,2,3,1,7,1,0,1400,1400,GasA,4,Y,1400,0,0,3,1,3,6,Typ,0,0,Attchd,RFn,612,2,2,Paved,144,None,0,10,2006,New,Partial,186800,0.0,2.0,1400.0,0.0,1.0,56.0,184070.184
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,63,13072,1,0,Regular,Lvl,1,Inside,Gtl,Sawyer_West,RRAe,1,OneFam,One_Story,4,3,2005,2006,Gable,1,VinylSd,VinylSd,None,0,0,1,PConc,4,2,1,1,7,1,0,1131,1131,GasA,4,Y,1131,0,0,3,1,3,6,Typ,0,0,No_Garage,No_Garage,0,0,0,Paved,0,None,0,3,2006,New,Partial,132000,0.0,2.0,1131.0,0.0,1.0,40.0,184070.184
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,63,13072,1,0,Regular,Lvl,1,Inside,Gtl,Sawyer_West,RRAe,1,OneFam,One_Story,4,3,2005,2005,Gable,1,VinylSd,VinylSd,None,0,2,1,PConc,4,2,1,1,7,1,0,1141,1141,GasA,4,Y,1141,0,0,3,1,1,6,Typ,0,0,Detchd,Unf,484,2,2,Paved,0,None,0,3,2006,WD ,Abnorml,142500,0.0,2.0,1141.0,0.0,0.0,0.0,184070.184
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,63,13072,1,0,Regular,Lvl,1,Inside,Gtl,Sawyer_West,RRAe,1,OneFam,One_Story,4,3,2004,2004,Gable,1,VinylSd,VinylSd,None,0,0,1,PConc,4,2,1,5,1,1,0,217,1158,GasA,4,Y,1158,0,0,3,1,3,5,Typ,0,0,Detchd,Unf,576,2,2,Paved,0,None,0,5,2006,New,Partial,158000,1.0,2.0,1158.0,0.0,1.0,51.0,184070.184
Two_Story_1946_and_Newer,Residential_Low_Density,65,7800,1,0,Regular,Lvl,1,Inside,Gtl,Sawyer_West,Norm,1,OneFam,Two_Story,6,3,2005,2005,Gable,1,VinylSd,VinylSd,BrkFace,172,2,1,PConc,4,2,1,1,7,1,0,891,891,GasA,4,Y,891,795,0,3,1,3,8,Typ,0,0,Attchd,Fin,462,2,2,Paved,144,None,0,4,2006,WD ,Normal,184000,0.0,3.0,1686.0,0.0,1.0,102.0,184070.184
Two_Story_1946_and_Newer,Residential_Low_Density,74,7632,1,0,Slightly_Irregular,Lvl,1,Inside,Gtl,Sawyer_West,Norm,1,OneFam,Two_Story,6,3,2005,2005,Gable,1,VinylSd,VinylSd,BrkFace,96,2,1,PConc,4,2,1,1,7,1,0,784,784,GasA,4,Y,831,754,0,3,1,3,7,Typ,0,0,Attchd,RFn,449,2,2,Paved,100,None,0,3,2006,WD ,Normal,184900,0.0,3.0,1585.0,0.0,1.0,78.0,184070.184
Two_Story_1946_and_Newer,Residential_Low_Density,70,8304,1,0,Slightly_Irregular,Lvl,1,Inside,Gtl,Sawyer_West,Norm,1,OneFam,Two_Story,4,3,1997,1998,Gable,1,VinylSd,VinylSd,None,0,0,1,PConc,4,2,1,1,7,1,0,941,941,GasA,4,Y,941,896,0,3,1,1,7,Typ,0,0,Attchd,RFn,688,2,2,Paved,150,None,0,7,2006,WD ,Normal,187000,0.0,3.0,1837.0,0.0,1.0,166.0,184070.184
Two_Story_1946_and_Newer,Residential_Low_Density,65,7153,1,0,Regular,Lvl,1,Inside,Gtl,Sawyer_West,Norm,1,OneFam,Two_Story,4,3,1992,1992,Gable,1,VinylSd,VinylSd,None,0,2,3,PConc,4,2,1,5,1,1,0,374,761,GasA,4,Y,810,793,0,3,1,3,7,Typ,0,0,Attchd,RFn,484,2,2,Paved,0,None,0,7,2006,WD ,Normal,175900,0.0,3.0,1603.0,0.0,1.0,125.0,184070.184
Two_Story_1946_and_Newer,Residential_Low_Density,70,9370,1,0,Moderately_Irregular,Lvl,1,Inside,Gtl,Sawyer_West,Norm,1,OneFam,Two_Story,4,3,1992,1993,Gable,1,HdBoard,HdBoard,None,0,2,1,PConc,4,2,1,5,1,1,0,78,836,GasA,4,Y,844,887,0,3,1,3,7,Typ,0,0,Attchd,RFn,462,2,2,Paved,307,Othr,3000,10,2006,WD ,Family,248500,1.0,3.0,1731.0,0.0,1.0,85.0,184070.184
One_Story_PUD_1946_and_Newer,Residential_Low_Density,50,7175,1,0,Regular,Lvl,1,Inside,Gtl,Sawyer_West,Norm,1,TwnhsE,One_Story,4,3,1990,1991,Gable,1,Plywood,Plywood,None,0,2,1,PConc,4,2,1,6,3,1,0,494,1398,GasA,3,Y,1398,0,0,2,1,3,5,Typ,0,0,Attchd,RFn,542,2,2,Paved,0,None,0,7,2006,WD ,Normal,172000,1.0,2.0,1398.0,0.0,1.0,47.0,184070.184
One_Story_PUD_1946_and_Newer,Residential_Low_Density,50,7175,1,0,Regular,Lvl,1,Inside,Gtl,Sawyer_West,Norm,1,TwnhsE,One_Story,4,3,1991,1991,Gable,1,Plywood,Plywood,None,0,2,1,PConc,4,2,1,6,3,1,0,939,1217,GasA,3,Y,1217,0,0,2,1,3,5,Typ,0,0,Attchd,RFn,484,2,2,Paved,0,None,0,6,2006,WD ,Normal,151000,0.0,2.0,1217.0,0.0,1.0,65.0,184070.184
Two_Story_1946_and_Newer,Residential_Low_Density,0,9019,1,0,Slightly_Irregular,Lvl,1,Inside,Gtl,Sawyer_West,RRAe,1,OneFam,Two_Story,4,3,1994,1994,Gable,1,VinylSd,VinylSd,None,0,0,1,PConc,4,2,1,5,1,1,0,362,636,GasA,4,Y,636,684,0,3,1,3,6,Typ,0,0,Attchd,Fin,472,2,2,Paved,0,None,0,7,2006,WD ,Normal,150000,0.0,3.0,1320.0,0.0,1.0,41.0,184070.184
One_Story_1946_and_Newer_All_Styles,Residential_High_Density,0,8900,1,0,Regular,Lvl,1,Inside,Gtl,Sawyer_West,Norm,1,OneFam,One_Story,2,2,1966,1966,Gable,1,HdBoard,HdBoard,None,0,0,1,CBlock,2,2,1,3,6,1,0,0,1056,GasA,1,Y,1056,0,0,2,1,1,5,Typ,0,0,Detchd,Unf,384,2,2,Paved,0,None,0,11,2006,WD ,Normal,107000,1.0,1.0,1056.0,0.0,1.0,43.0,184070.184
One_Story_1946_and_Newer_All_Styles,Residential_High_Density,60,7800,1,0,Regular,Lvl,1,Corner,Gtl,Sawyer_West,Norm,1,OneFam,One_Story,3,3,1965,1965,Gable,1,VinylSd,VinylSd,None,0,0,1,CBlock,2,2,1,4,2,1,0,187,828,GasA,3,Y,965,0,0,3,1,1,6,Typ,0,0,Detchd,Unf,300,2,2,Paved,421,None,0,7,2006,WD ,Abnorml,119900,1.0,1.0,965.0,0.0,0.0,0.0,184070.184
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,70,9100,1,0,Regular,Lvl,1,Inside,Gtl,Sawyer,RRAe,1,OneFam,One_Story,3,2,1962,1962,Hip,1,Wd Sdng,Wd Sdng,BrkFace,51,0,1,CBlock,2,2,1,2,4,1,0,952,988,GasA,4,Y,988,0,0,3,1,1,6,Typ,0,0,Detchd,Unf,624,2,2,Paved,0,None,0,7,2006,WD ,Normal,129500,1.0,1.0,988.0,0.0,0.0,0.0,136751.1523178808
Duplex_All_Styles_and_Ages,Residential_Medium_Density,70,9100,1,0,Regular,Lvl,1,Inside,Gtl,Sawyer,RRAe,1,Duplex,One_Story,3,3,1963,1963,Gable,1,HdBoard,HdBoard,BrkFace,336,0,1,CBlock,2,2,1,3,6,1,0,396,1728,GasA,1,Y,1728,0,0,6,2,1,10,Typ,0,0,Detchd,Unf,504,2,2,Paved,0,None,0,11,2006,ConLI,Abnorml,125000,1.0,2.0,1728.0,0.0,0.0,0.0,136751.1523178808
Duplex_All_Styles_and_Ages,Residential_Medium_Density,68,8927,1,0,Regular,Lvl,1,Inside,Gtl,Sawyer,RRAe,1,Duplex,One_and_Half_Fin,4,4,1977,1977,Gable,1,VinylSd,VinylSd,None,0,0,3,CBlock,0,0,0,0,5,0,0,0,0,GasA,1,Y,1286,368,0,4,2,1,10,Typ,0,0,Attchd,RFn,528,2,2,Paved,0,None,0,8,2006,WD ,Normal,119500,0.0,2.0,1654.0,0.0,0.0,0.0,136751.1523178808
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,9240,1,0,Slightly_Irregular,Lvl,1,Inside,Gtl,Sawyer,Norm,1,OneFam,One_Story,3,4,1962,2002,Hip,1,HdBoard,HdBoard,None,0,0,1,CBlock,2,2,1,4,2,1,0,252,864,GasA,3,Y,1211,0,0,2,1,1,6,Min1,1,2,Detchd,Unf,576,2,2,Paved,161,None,0,3,2006,WD ,Normal,144000,0.0,1.0,1211.0,0.0,0.0,0.0,136751.1523178808
Split_or_Multilevel,Residential_Low_Density,88,8471,1,0,Slightly_Irregular,Lvl,1,Corner,Gtl,Sawyer,Norm,1,OneFam,SLvl,4,6,1977,1995,Gable,1,HdBoard,Plywood,BrkFace,46,0,1,CBlock,4,4,3,5,1,1,0,0,506,GasA,1,Y,1212,0,0,3,1,1,6,Typ,1,2,Attchd,Unf,492,2,2,Paved,292,None,0,7,2006,WD ,Normal,151000,1.0,1.0,1212.0,0.0,1.0,13.0,136751.1523178808
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,9308,1,0,Slightly_Irregular,Lvl,1,CulDSac,Gtl,Sawyer,RRNe,1,OneFam,One_Story,3,3,1965,1965,Gable,1,HdBoard,HdBoard,None,0,0,1,CBlock,2,2,1,3,6,1,0,430,984,GasA,1,Y,984,0,0,3,1,1,5,Typ,0,0,Attchd,Unf,310,2,2,Paved,0,None,0,7,2006,WD ,Normal,126000,0.0,1.0,984.0,0.0,0.0,0.0,136751.1523178808
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,65,8450,1,0,Regular,Lvl,1,Inside,Gtl,Sawyer,RRAe,1,OneFam,One_Story,3,4,1968,1968,Gable,1,Plywood,Plywood,BrkFace,90,0,1,CBlock,2,2,1,4,2,3,270,450,882,GasA,1,Y,909,0,0,3,1,1,5,Typ,0,0,Attchd,Unf,294,2,2,Paved,0,None,0,11,2006,COD,Normal,116000,0.0,1.0,909.0,0.0,1.0,156.0,136751.1523178808
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,8638,1,0,Slightly_Irregular,Lvl,1,Inside,Gtl,Sawyer,RRAe,1,OneFam,One_Story,3,4,1963,1963,Gable,1,HdBoard,HdBoard,None,0,0,1,PConc,2,2,1,5,1,1,0,744,925,GasA,3,Y,925,0,0,2,1,1,5,Typ,0,0,Detchd,Unf,484,2,2,Paved,203,None,0,10,2006,WD ,Normal,133500,1.0,1.0,925.0,0.0,1.0,75.0,136751.1523178808
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,13052,1,0,Slightly_Irregular,Lvl,1,CulDSac,Gtl,Sawyer,Norm,1,OneFam,One_Story,3,4,1965,1965,Gable,1,HdBoard,HdBoard,None,0,0,1,CBlock,2,2,1,3,6,1,0,312,1024,GasA,1,Y,1024,0,0,3,1,1,5,Typ,0,0,Attchd,Unf,308,2,2,Paved,0,None,0,1,2006,WD ,Normal,120875,0.0,2.0,1024.0,0.0,0.0,0.0,136751.1523178808
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,13526,1,0,Slightly_Irregular,Lvl,1,CulDSac,Gtl,Sawyer,Norm,1,OneFam,One_Story,3,4,1965,1965,Hip,1,HdBoard,Plywood,BrkFace,114,0,1,CBlock,2,2,1,4,2,2,375,0,935,GasA,1,Y,935,0,0,3,1,1,5,Typ,0,0,Attchd,Unf,288,2,2,Paved,180,None,0,11,2006,WD ,Normal,137000,1.0,1.0,935.0,0.0,0.0,0.0,136751.1523178808
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,8020,1,0,Slightly_Irregular,Lvl,1,Inside,Gtl,Sawyer,Norm,1,OneFam,One_Story,3,4,1964,1964,Gable,1,HdBoard,HdBoard,None,0,0,1,CBlock,2,2,1,5,1,1,0,268,912,GasA,1,N,912,0,0,3,1,1,6,Typ,0,0,No_Garage,No_Garage,0,0,0,Paved,0,None,0,4,2006,WD ,Normal,124000,0.0,1.0,912.0,0.0,0.0,0.0,136751.1523178808
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,65,6993,1,0,Regular,Lvl,1,Inside,Gtl,Sawyer,Feedr,1,OneFam,One_Story,3,6,1961,1994,Gable,1,HdBoard,Plywood,None,0,0,1,CBlock,2,2,1,4,2,1,0,447,912,GasA,1,Y,1236,0,0,3,1,1,6,Typ,1,2,Attchd,Unf,288,2,2,Paved,0,None,0,6,2006,WD ,Normal,135000,0.0,1.0,1236.0,0.0,0.0,0.0,136751.1523178808
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,8789,1,0,Slightly_Irregular,Lvl,1,Inside,Gtl,Sawyer,Norm,1,OneFam,One_Story,3,4,1967,1967,Gable,1,VinylSd,VinylSd,None,0,0,1,CBlock,2,2,2,3,6,1,0,253,912,GasA,1,Y,941,0,0,3,1,1,6,Typ,1,1,Attchd,Unf,288,2,2,Paved,64,None,0,6,2006,WD ,Normal,129200,0.0,1.0,941.0,0.0,0.0,0.0,136751.1523178808
Split_or_Multilevel,Residential_Low_Density,100,14330,1,0,Slightly_Irregular,Low,1,Corner,Gtl,Veenker,Norm,1,OneFam,SLvl,6,2,1974,1974,Gable,1,WdShing,Wd Sdng,BrkFace,145,2,2,CBlock,4,2,4,5,1,4,497,228,1748,GasA,3,Y,2151,495,0,3,1,3,9,Mod,4,2,Attchd,RFn,550,2,2,Paved,641,None,0,1,2006,WD ,Normal,260000,3.0,2.0,2646.0,1.0,1.0,101.0,248314.58333333334
Two_Story_1946_and_Newer,Residential_Low_Density,121,16059,1,0,Regular,Lvl,1,Corner,Gtl,Northridge,Norm,1,OneFam,Two_Story,7,3,1991,1992,Hip,1,HdBoard,HdBoard,BrkFace,284,2,1,CBlock,4,2,1,1,7,1,0,1288,1288,GasA,4,Y,1301,1116,0,4,1,3,9,Typ,1,2,Attchd,Unf,462,2,2,Paved,127,None,0,4,2006,WD ,Normal,260000,0.0,3.0,2417.0,0.0,1.0,83.0,330319.1267605634
Two_Story_1946_and_Newer,Residential_Low_Density,105,11025,1,0,Regular,HLS,1,Inside,Mod,Northridge,Norm,1,OneFam,Two_Story,7,3,1992,1993,Gable,1,HdBoard,ImStucc,BrkFace,692,2,1,PConc,5,2,4,6,3,1,0,216,1334,GasA,4,Y,1520,1306,0,3,1,3,9,Typ,3,2,Attchd,RFn,888,2,2,Paved,177,None,0,10,2006,WD ,Normal,334000,1.0,3.0,2826.0,0.0,1.0,395.0,330319.1267605634
