Lot_Frontage,Lot_Area,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,Bsmt_Unf_SF,Total_Bsmt_SF,Heating_QC,First_Flr_SF,Second_Flr_SF,Bedroom_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Fireplaces,Fireplace_Qu,Garage_Area,Garage_Cond,Wood_Deck_SF,Mo_Sold,Year_Sold,Bsmt_Baths,Baths,Total_SF_Floors,Porch_Area,Mean_Price_Neigh,MS_SubClass_One_Story_1945_and_Older,MS_Zoning_Residential_Low_Density,Lot_Shape_Regular,Land_Contour_HLS,Lot_Config_Corner,Lot_Config_Inside,Land_Slope_Gtl,Roof_Style_Gable,Exterior_1st_Wd Sdng,Exterior_2nd_MetalSd,Exterior_2nd_VinylSd,Mas_Vnr_Type_Stone,Foundation_CBlock,Central_Air_N,Garage_Type_Attchd,Garage_Finish_RFn,Paved_Drive_Dirt_Gravel,Paved_Drive_Paved,Sale_Type_WD ,Sale_Condition_Abnorml,Sale_Condition_Family,Sale_Condition_Normal,Actual Value,Predicted Value,Difference
43,3182,6,3,2007,2007,16,2,1,4,2,3,1,7,1266,1266,4,1266,0,2,3,6,1,4,388,2,100,3,2008,0.0,2.0,1266.0,17.0,196661.67857142852,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,159895,174186.35519125682,14291.355191256822
104,14418,8,3,2007,2007,480,3,1,5,2,4,6,3,575,1950,4,1950,0,2,4,7,1,4,706,2,156,5,2008,1.0,2.0,1950.0,208.0,322018.265060241,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,383000,423316.1538461539,40316.15384615387
86,11227,3,3,1968,1968,0,0,3,2,4,1,3,6,0,720,4,720,720,4,1,7,2,2,480,2,192,3,2010,0.0,2.0,1440.0,39.0,136751.1523178808,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,163000,131364.54104477612,31635.458955223876
195,41600,3,3,1969,1990,0,0,1,4,2,4,5,1,53,1100,1,1424,0,3,1,7,0,0,828,2,144,11,2007,1.0,2.0,1424.0,0.0,190646.5757575757,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,155000,174186.35519125682,19186.355191256822
87,12361,4,6,1993,1993,85,2,3,4,2,1,6,3,86,946,4,964,838,3,3,8,1,4,1017,2,450,5,2010,1.0,3.0,1802.0,93.0,184070.184,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,218000,215805.91025641025,2194.0897435897496
90,14670,4,6,1966,1999,410,2,3,2,2,1,4,2,529,1104,4,1104,884,4,3,9,1,4,480,2,0,8,2008,0.0,3.0,1988.0,231.0,145097.34988713317,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,227000,149307.8651685393,77692.13483146069
21,1936,2,6,1970,1970,0,0,1,2,2,1,1,7,546,546,3,546,546,3,1,5,0,0,0,0,0,6,2006,0.0,2.0,1092.0,0.0,95756.48648648648,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,90500,98552.12389380531,8052.123893805314
75,9825,3,3,1966,1966,0,0,1,2,2,1,3,6,483,1092,1,1092,0,3,1,6,0,0,264,2,259,4,2008,0.0,1.0,1092.0,0.0,130843.38144329896,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,123000,131364.54104477612,8364.541044776124
63,13907,3,4,1940,1969,0,0,1,2,2,1,4,2,706,996,4,996,0,3,1,6,1,4,0,0,144,7,2008,1.0,1.0,996.0,0.0,130843.38144329896,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,108000,103526.15584415584,4473.8441558441555
0,9819,3,3,1967,1967,31,0,3,2,2,1,4,2,432,882,1,900,0,3,1,5,0,0,280,2,0,2,2010,0.0,1.0,900.0,0.0,136751.1523178808,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,122000,131364.54104477612,9364.541044776124
96,11275,6,6,1967,2007,300,2,3,4,2,1,1,7,710,710,4,1898,1080,5,3,11,1,4,564,2,240,6,2010,0.0,3.0,2978.0,0.0,145097.34988713317,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,242000,312675.0,70675.0
76,10142,6,3,2004,2004,0,2,1,4,2,1,6,3,300,956,4,956,1128,4,3,8,0,0,618,2,0,1,2010,1.0,3.0,2084.0,46.0,184070.184,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,233000,215805.91025641025,17194.08974358975
65,16219,6,3,2004,2005,0,2,1,4,2,4,6,3,56,835,4,1119,0,2,3,5,0,0,437,2,100,4,2007,1.0,2.0,1119.0,25.0,190646.5757575757,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,188500,143238.88095238095,45261.11904761905
24,2160,3,4,1973,1973,200,0,1,2,2,1,2,4,363,765,3,765,600,3,3,7,1,3,440,2,0,6,2006,0.0,2.0,1365.0,37.0,105608.33333333331,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,125500,131364.54104477612,5864.541044776124
94,13005,6,6,1980,1980,278,2,1,4,2,1,6,3,153,845,1,1153,1200,4,4,10,1,2,484,2,288,8,2009,1.0,3.0,2353.0,196.0,188406.90839694656,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,260000,215805.91025641025,44194.08974358975
114,14803,9,3,2007,2008,816,3,1,5,2,3,6,3,442,2078,4,2084,0,2,4,7,1,4,1220,2,188,6,2008,1.0,2.0,2084.0,46.0,322018.265060241,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,385000,423316.1538461539,38316.15384615387
74,9056,7,3,2004,2004,0,2,1,5,4,3,1,7,707,707,4,707,707,3,3,6,1,4,403,2,100,10,2006,0.0,3.0,1414.0,36.0,190646.5757575757,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,178000,238109.625,60109.625
0,9248,4,4,1992,1992,106,0,1,4,2,1,6,3,598,1158,3,1167,0,3,3,6,0,0,400,2,120,7,2009,1.0,2.0,1167.0,27.0,190646.5757575757,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,173000,143238.88095238095,29761.119047619053
118,21299,6,3,1941,1963,0,2,1,2,2,1,1,7,929,929,4,2039,0,3,1,7,3,4,791,2,0,12,2006,1.0,2.0,2039.0,91.0,145097.34988713317,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,167000,216978.94736842104,49978.94736842104
86,11650,6,3,1959,1959,58,0,1,0,0,0,0,5,0,0,3,1472,0,2,3,5,1,4,484,2,0,6,2006,0.0,2.0,1472.0,68.0,145097.34988713317,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,157500,163127.15,5627.149999999994
95,10324,7,3,2008,2008,140,2,1,4,2,3,6,3,382,1254,4,1254,0,2,3,5,0,0,810,2,168,3,2009,1.0,2.0,1254.0,93.0,201803.43445692884,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,221800,238109.625,16309.625
73,8993,6,3,2007,2007,0,2,1,4,2,3,1,7,1302,1302,4,1302,0,3,3,6,0,0,436,2,0,8,2007,0.0,2.0,1302.0,23.0,190646.5757575757,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,176485,197532.1,21047.100000000006
88,12803,6,3,2002,2002,99,2,1,4,2,2,6,3,572,1494,4,1494,0,3,3,6,1,2,530,2,192,9,2008,1.0,2.0,1494.0,37.0,201803.43445692884,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,221000,222892.0,1892.0
0,3072,6,3,2004,2004,18,2,1,4,2,1,1,7,1375,1375,4,1414,0,2,3,6,1,2,398,2,144,5,2006,0.0,2.0,1414.0,21.0,196661.67857142852,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,178740,197532.1,18792.100000000006
40,3636,2,2,1922,1950,0,0,1,2,3,1,1,7,796,796,2,796,0,2,1,5,0,0,0,0,0,1,2008,0.0,1.0,796.0,101.0,103752.90322580644,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,55000,98552.12389380531,43552.123893805314
40,5436,2,7,1922,2007,0,0,3,2,2,1,4,2,61,796,3,796,358,3,3,7,0,0,240,2,0,5,2010,1.0,1.0,1154.0,97.0,103752.90322580644,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,125500,98552.12389380531,26947.876106194686
0,6240,4,3,1938,1950,0,0,1,2,2,1,2,4,809,861,3,861,548,3,1,6,1,4,528,2,225,3,2007,1.0,2.0,1409.0,85.0,124756.25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,126000,131364.54104477612,5364.541044776124
60,11556,3,8,1953,2006,0,0,4,2,2,1,4,2,456,864,3,1154,0,3,4,6,0,0,336,2,63,7,2007,0.0,2.0,1154.0,0.0,145097.34988713317,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,142000,131364.54104477612,10635.458955223876
116,13501,7,3,2006,2006,208,2,1,4,2,1,6,3,1560,1623,4,1636,0,3,3,8,1,4,865,2,0,6,2007,1.0,2.0,1636.0,61.0,229707.32417582412,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,255000,272497.34,17497.340000000026
55,10592,4,6,1923,1996,0,0,3,2,3,1,1,7,602,602,1,900,602,3,3,7,2,2,180,2,96,8,2007,0.0,2.0,1502.0,112.0,207550.83495145632,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,165000,174186.35519125682,9186.355191256822
60,10896,4,6,1914,1995,0,1,1,2,3,1,2,4,1184,1440,4,1440,1440,8,2,14,0,0,0,0,0,3,2007,0.0,2.0,2880.0,111.0,135071.9375,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,200000,312675.0,112675.0
64,6762,6,3,2006,2006,24,2,1,4,2,3,6,3,501,1187,4,1208,0,2,3,6,0,0,632,2,105,2,2010,1.0,2.0,1208.0,62.0,201803.43445692884,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,206000,143238.88095238095,62761.11904761905
0,14112,3,6,1964,1964,86,0,1,2,2,3,6,3,138,1152,1,1152,0,3,1,6,1,4,484,2,227,4,2010,1.0,1.0,1152.0,0.0,145097.34988713317,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,180500,131364.54104477612,49135.458955223876
57,8094,2,3,1915,1950,0,0,2,2,2,1,1,7,888,888,4,888,1074,4,1,9,1,2,572,2,160,6,2010,0.0,2.0,1962.0,365.0,123991.89121338911,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,149500,98552.12389380531,50947.876106194686
24,1782,4,4,1980,1980,0,0,3,4,2,1,6,3,186,516,3,529,516,2,1,5,1,2,462,2,180,12,2007,0.0,1.0,1045.0,0.0,143590.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,123900,131364.54104477612,7464.541044776124
87,11146,7,3,2006,2006,250,2,1,5,2,3,1,7,1709,1709,4,1717,0,3,3,7,1,4,908,2,169,7,2009,0.0,2.0,1717.0,40.0,322018.265060241,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,255500,272497.34,16997.340000000026
60,9600,4,7,1900,2004,0,0,1,2,2,1,3,6,399,780,4,940,476,3,3,7,0,0,400,2,0,6,2006,1.0,1.0,1416.0,25.0,123991.89121338911,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,156500,131364.54104477612,25135.458955223876
50,6060,2,3,1939,1950,0,0,1,2,2,1,1,7,732,732,3,772,351,3,1,4,0,0,264,2,0,6,2007,0.0,1.0,1123.0,141.0,103752.90322580644,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,100000,98552.12389380531,1447.8761061946861
75,9000,3,4,1946,1950,0,0,1,2,2,1,3,6,459,904,4,904,595,3,1,5,1,1,869,4,0,6,2008,0.0,1.0,1499.0,21.0,123991.89121338911,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,140000,149307.8651685393,9307.865168539312
55,5687,3,4,1912,2000,0,0,2,2,3,1,3,6,570,780,4,936,780,6,2,9,0,0,0,0,0,3,2008,1.0,2.0,1716.0,185.0,135071.9375,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,135900,103526.15584415584,32373.844155844155
60,6600,3,4,1982,2005,0,0,1,2,2,1,6,3,207,845,3,845,0,3,3,6,0,0,264,2,0,7,2008,0.0,1.0,845.0,0.0,162226.63157894736,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,134500,143238.88095238095,8738.880952380947
70,11207,4,3,1997,1997,0,0,1,4,2,3,6,3,88,802,3,802,709,3,1,8,1,2,413,2,95,6,2006,1.0,3.0,1511.0,76.0,190646.5757575757,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,185000,174186.35519125682,10813.644808743178
63,9297,3,3,1976,1976,0,0,1,2,2,1,5,1,122,1728,1,1728,0,4,1,8,0,0,560,2,0,7,2006,2.0,2.0,1728.0,0.0,162226.63157894736,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,188000,213765.8,25765.79999999999
94,25286,2,3,1963,1963,0,0,1,2,2,4,5,1,431,1064,3,1040,0,3,1,5,0,0,648,2,0,1,2007,1.0,1.0,1040.0,0.0,162226.63157894736,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,132250,143238.88095238095,10988.880952380947
24,1950,4,4,1980,1980,0,0,3,4,2,1,2,4,23,716,1,716,840,3,1,6,1,2,452,2,161,7,2008,1.0,3.0,1556.0,0.0,143590.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,151000,149307.8651685393,1692.1348314606876
24,2364,4,3,1978,1978,0,0,1,4,2,1,5,1,484,804,1,804,744,3,1,7,1,2,440,2,108,7,2009,1.0,3.0,1548.0,0.0,140710.86956521738,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,147000,149307.8651685393,2307.8651685393124
0,13837,6,3,1988,1988,178,2,3,4,4,1,6,3,0,1204,3,1377,806,4,3,9,0,0,786,2,0,2,2006,0.0,3.0,2183.0,0.0,188406.90839694656,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,229000,253089.22727272726,24089.227272727265
50,8660,3,4,1900,1993,0,0,1,2,2,1,1,7,760,760,4,928,928,5,3,11,0,0,576,2,467,12,2009,0.0,2.0,1856.0,239.0,103752.90322580644,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,123000,149307.8651685393,26307.865168539312
70,9100,3,3,1960,1960,69,0,1,2,2,1,1,7,1144,1144,1,1144,0,3,1,6,1,4,336,2,0,6,2007,0.0,1.0,1144.0,0.0,145097.34988713317,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,120000,112702.48913043478,7297.510869565216
0,15676,7,7,1980,1980,115,2,3,4,4,4,5,1,189,2014,3,2014,0,2,3,6,2,4,864,2,462,4,2009,1.0,2.0,2014.0,256.0,248314.5833333333,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,275000,318134.6153846154,43134.615384615376
0,7000,3,7,1978,2005,90,2,3,2,2,1,5,1,218,864,4,864,0,3,1,6,0,0,336,2,0,7,2009,1.0,1.0,864.0,0.0,201803.43445692884,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,136500,143238.88095238095,6738.880952380947
60,9120,6,4,1925,1950,0,0,3,2,2,1,3,6,697,1026,4,1133,687,4,1,8,0,0,240,2,0,6,2008,1.0,2.0,1820.0,101.0,124756.25,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,184000,149307.8651685393,34692.13483146069
65,8769,6,3,2005,2005,0,2,1,4,2,3,6,3,460,1169,4,1190,0,2,3,5,0,0,578,2,100,10,2007,1.0,2.0,1190.0,42.0,201803.43445692884,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,173500,143238.88095238095,30261.119047619053
0,16669,7,4,1981,1981,653,2,1,4,2,1,1,7,1686,1686,1,1707,0,2,1,6,1,2,511,2,574,1,2006,0.0,3.0,1707.0,65.0,246599.54166666663,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,228000,272497.34,44497.340000000026
0,9900,6,3,1968,1968,342,0,1,2,2,1,4,2,280,832,3,1098,880,4,1,9,1,4,486,2,0,4,2008,0.0,3.0,1978.0,44.0,188406.90839694656,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,176000,215805.91025641025,39805.91025641025
68,9724,3,6,1947,1950,0,0,1,2,2,1,1,7,938,938,4,1043,0,2,1,5,1,4,273,2,125,5,2006,0.0,1.0,1043.0,49.0,145097.34988713317,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,137000,112702.48913043478,24297.510869565216
0,2938,6,3,2002,2002,40,2,1,4,2,3,6,3,330,1368,4,1511,0,2,3,5,1,2,398,2,130,5,2006,1.0,2.0,1511.0,31.0,196661.67857142852,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,246990,222892.0,24098.0
67,8308,2,4,1963,1963,20,0,3,2,2,1,4,2,115,1088,1,1088,0,2,1,4,0,0,520,2,0,6,2007,0.0,1.0,1088.0,0.0,130843.38144329896,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,110000,98552.12389380531,11447.876106194686
85,13600,3,3,1900,1950,0,0,1,2,2,1,1,7,662,662,1,1422,915,5,1,10,0,0,560,2,0,9,2007,0.0,2.0,2337.0,58.0,123991.89121338911,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,90000,163784.61538461538,73784.61538461538
60,8400,3,3,1977,1977,320,0,1,0,0,0,0,5,0,0,1,2020,0,4,1,10,2,2,630,2,0,10,2007,0.0,2.0,2020.0,0.0,184070.184,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,144000,171673.53333333333,27673.533333333326
0,3696,7,3,1986,1986,0,2,1,4,2,1,1,7,1074,1074,4,1088,0,2,3,5,0,0,461,2,0,10,2007,0.0,2.0,1088.0,212.0,324229.1960784314,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,170000,194003.7,24003.70000000001
57,7558,4,4,1928,1950,0,0,1,2,2,1,1,7,896,896,3,1172,741,3,1,9,1,2,342,3,0,3,2009,0.0,2.0,1913.0,0.0,207550.83495145632,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,177000,215805.91025641025,38805.91025641025
73,8990,6,3,2006,2006,0,2,1,4,2,2,1,7,1498,1498,4,1498,0,2,3,5,0,0,675,2,351,4,2006,0.0,2.0,1498.0,34.0,201803.43445692884,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,204900,222892.0,17992.0
65,10616,6,3,2007,2007,0,2,1,4,2,1,1,7,628,628,4,628,728,3,3,6,1,4,484,2,100,3,2008,0.0,3.0,1356.0,25.0,201803.43445692884,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,177439,174186.35519125682,3252.644808743178
35,5118,7,3,1990,1990,0,2,1,4,2,4,6,3,386,1312,3,1321,0,1,3,4,1,2,484,2,0,8,2007,1.0,1.0,1321.0,205.0,324229.1960784314,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,212000,194003.7,17996.29999999999
115,16905,3,4,1959,1959,0,0,3,2,2,4,4,2,383,1350,3,1328,0,2,1,5,2,4,308,2,0,7,2007,1.0,2.0,1328.0,105.0,246599.54166666663,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,170000,169210.86956521738,789.1304347826226
73,17227,7,3,1999,2000,158,2,1,4,2,4,6,3,426,1341,4,1341,0,1,3,5,1,2,482,2,240,1,2007,1.0,2.0,1341.0,85.0,201803.43445692884,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,246900,238109.625,8790.375
65,11050,3,3,1956,1956,0,0,1,2,2,1,2,4,517,1005,4,1005,0,2,1,6,1,2,319,2,0,7,2006,0.0,1.0,1005.0,0.0,145097.34988713317,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,133500,131364.54104477612,2135.458955223876
